1;5067.520;10019.127;7.285;CER
2;5059.608;10020.083;7.065;CER
3;5046.156;10021.073;7.096;CER
4;5038.077;10021.562;7.235;CER
5;5029.733;10022.183;7.293;CER
6;5020.755;10022.733;7.110;CER
7;5003.386;10024.899;7.146;CER
8;5029.581;10027.788;6.504;VIAL
9;5030.397;10026.043;6.527;VIAL
10;5029.844;10023.779;6.518;VIAL
11;5041.326;10028.254;6.517;VIAL
12;5040.463;10025.807;6.515;VIAL
13;5039.685;10023.291;6.512;VIAL
14;5050.859;10027.777;6.482;VIAL
15;5050.694;10025.803;6.518;VIAL
16;5050.605;10022.177;6.515;VIAL
17;5063.155;10020.877;6.554;VIAL
18;5063.617;10023.193;6.546;VIAL
19;5062.449;10026.769;6.541;VIAL
20;5071.277;10026.070;6.499;VIAL
21;5073.662;10022.768;6.486;VIAL
22;5070.752;10020.652;6.544;VIAL
23;5065.842;10023.361;6.529;VIAL
24;5065.262;10021.112;6.533;VIAL
25;5084.919;10019.769;6.469;VIAL
26;5085.300;10021.761;6.473;VIAL
27;5084.911;10024.385;6.500;VIAL
28;5092.788;10021.589;6.471;VIAL
29;5092.009;10019.153;6.511;VIAL
30;5097.929;10021.642;6.494;VIAL
31;5060.781;10020.931;6.547;PT
32;5072.480;10019.875;6.520;PT
33;5084.773;10019.083;6.526;PT
34;5091.601;10018.211;6.612;PT
35;5095.267;10018.820;6.572;PT
36;5098.701;10021.074;6.578;PT
37;5100.435;10022.026;6.569;PT
38;5102.325;10022.008;6.910;CT
39;5100.081;10020.415;6.986;CT
40;5097.852;10019.534;6.939;CT
41;5095.448;10018.002;6.993;CT
42;5092.489;10017.750;7.158;CT
43;5081.436;10018.981;6.911;CT
44;5072.481;10019.412;6.908;CT
45;5059.739;10020.710;6.974;CT
46;5054.322;10028.364;6.546;PT
47;5060.801;10027.674;6.613;PT
48;5053.816;10028.731;6.872;CT
49;5064.389;10027.676;6.933;CT
50;5078.750;10026.632;6.865;CT
51;5087.285;10025.885;6.916;CT
52;5092.560;10025.925;6.935;CT
53;5015.063;10030.042;6.446;VIAL
54;5017.047;10027.116;6.500;VIAL
55;5018.686;10025.801;6.543;VIAL
56;4982.570;10028.212;6.590;VIAL
57;4981.290;10030.798;6.620;VIAL
58;4975.349;10026.779;6.436;VIAL
59;4972.676;10015.967;5.472;VIAL
60;4971.805;10009.117;4.830;VIAL
61;4979.245;10009.308;4.979;VIAL
62;4977.929;10016.100;5.624;VIAL
63;4979.946;10014.854;5.572;VIAL
64;4981.218;10017.436;5.853;VIAL
65;4979.061;10019.180;5.907;VIAL
66;4977.401;10020.166;5.926;VIAL
67;4977.968;10023.917;6.286;VIAL
68;4980.000;10023.266;6.299;VIAL
69;4983.251;10020.998;6.172;VIAL
70;4983.616;10023.152;6.306;VIAL
71;4976.268;10026.537;6.438;VIAL
72;4977.151;10029.184;6.563;VIAL
73;4980.486;10028.329;6.565;VIAL
74;4984.540;10027.082;6.545;VIAL
75;4988.206;10028.922;6.563;VIAL
76;4983.134;10029.970;6.580;VIAL
77;4977.670;10031.099;6.615;VIAL
78;4978.748;10034.209;6.549;VIAL
79;4983.079;10033.895;6.503;VIAL
80;4989.209;10033.909;6.510;VIAL
81;4988.957;10038.199;6.488;VIAL
82;4983.743;10038.854;6.510;VIAL
83;4980.202;10040.443;6.485;VIAL
84;4982.632;10046.713;6.498;VIAL
85;4985.045;10046.114;6.508;VIAL
86;4989.520;10047.624;6.462;VIAL
87;4991.761;10053.788;6.517;VIAL
88;4989.247;10055.841;6.500;VIAL
89;4986.303;10057.280;6.522;VIAL
90;5002.876;10027.373;6.536;VIAL
91;5003.415;10029.590;6.553;VIAL
92;5003.779;10031.481;6.590;VIAL
93;5017.887;10026.398;6.500;VIAL
94;5015.106;10025.101;6.543;PT
95;4999.599;10026.348;6.548;PT
96;4990.303;10027.399;6.593;PT
97;4986.825;10026.585;6.539;PT
98;4986.115;10025.959;6.489;PT
99;4985.192;10024.082;6.401;PT
100;4984.085;10020.644;6.178;PT
101;4982.408;10015.263;5.682;PT
102;4981.260;10012.585;5.383;PT
103;4980.828;10011.780;5.286;PT
104;4979.421;10006.890;4.687;PT
105;4974.577;10027.162;6.487;PT
106;4976.070;10029.744;6.676;PT
107;4975.522;10030.415;6.848;PT
108;4974.783;10030.882;6.936;PT
109;4989.476;10039.906;6.487;PT
110;4989.182;10043.290;6.469;PT
111;4990.803;10049.862;6.564;PT
112;4994.348;10059.039;6.504;PT
113;4994.807;10059.668;6.858;CT
114;4993.360;10054.515;6.977;CT
115;4990.793;10049.517;6.851;CT
116;4989.807;10045.595;6.834;CT
117;4989.604;10042.049;6.934;CT
118;4990.581;10039.144;6.957;CT
119;4990.666;10037.955;6.855;CT
120;4992.215;10036.042;6.766;CT
121;4993.958;10034.430;6.721;CT
122;4997.007;10033.889;6.816;CT
123;5000.097;10033.352;6.942;CT
124;5002.988;10033.099;6.915;CT
125;5011.185;10025.051;7.048;CT
126;4999.045;10025.870;6.934;CT
127;4993.739;10026.551;6.884;CT
128;4988.697;10026.988;6.812;CT
129;4986.566;10025.877;6.737;CT
130;4984.022;10017.031;6.549;CT
131;4981.094;10011.100;5.636;CT
132;4979.832;10005.268;4.899;CT
133;4974.312;10027.193;6.846;CT
134;4975.167;10030.137;7.080;CT
135;4974.402;10030.676;7.109;CT
136;4974.506;10035.502;7.185;CT
137;4977.056;10036.056;6.951;CT
138;4978.577;10038.875;7.053;CT
139;4980.817;10028.064;8.131
140;4979.809;10013.757;5.443;VIAL
141;4978.925;10004.494;4.480;VIAL
142;4977.697;10011.114;5.144;VIAL
143;4971.966;10011.270;5.043;VIAL
144;4966.951;10005.759;4.468;VIAL
145;4973.683;10018.753;5.732;VIAL
146;4971.148;10017.512;5.558;VIAL
147;4974.364;10026.839;6.468;VIAL
148;4974.460;10027.051;6.499;VIAL
149;4975.956;10023.046;6.175;VIAL
150;4976.125;10016.856;5.651;VIAL
151;4978.422;10022.474;6.161;VIAL
152;4981.421;10021.790;6.177;VIAL
153;4982.778;10021.701;6.189;VIAL
154;4983.588;10018.566;6.007;PT
155;4981.391;10011.942;5.346;PT
156;4980.746;10011.543;5.261;PT
157;4979.030;10004.500;4.521;PT
158;4979.733;10005.951;5.005;CT
159;4981.398;10011.455;5.557;CT
160;4984.138;10017.408;6.604;CT
161;4985.672;10023.898;6.670;CT
162;4986.845;10026.140;6.704;CT
163;5020.411;10089.993;6.605;VIAL
164;5019.291;10093.209;6.458;VIAL
165;5020.540;10096.041;6.523;VIAL
166;5010.816;10096.430;6.511;VIAL
167;5010.478;10094.740;6.510;VIAL
168;5010.193;10092.944;6.505;VIAL
169;5028.068;10090.201;6.555;VIAL
170;5028.108;10092.913;6.511;VIAL
171;5029.469;10095.120;6.489;VIAL
172;5035.481;10094.557;6.547;VIAL
173;5035.544;10092.192;6.560;VIAL
174;5035.637;10089.601;6.601;VIAL
175;5043.608;10089.771;6.615;VIAL
176;5044.592;10092.072;6.483;VIAL
177;5044.270;10093.961;6.483;VIAL
178;5050.503;10090.167;6.501;VIAL
179;5054.033;10087.417;6.835;CT
180;5053.917;10087.645;6.623;PT
181;5046.146;10088.042;6.651;PT
182;5046.118;10087.783;6.799;CT
183;5035.730;10088.666;6.900;CT
184;5035.723;10088.846;6.724;PT
185;5030.715;10089.293;6.712;H
186;5030.711;10089.701;6.737;H
187;5021.322;10089.711;6.643;H
188;5032.923;10095.502;6.583;PT
189;5032.610;10095.748;6.805;CT
190;5023.469;10096.912;7.030;CT
191;5023.636;10096.411;6.573;PT
192;5019.486;10097.011;6.563;PT
193;5018.807;10097.302;6.922;CT
194;5006.602;10097.837;6.845;CT
195;5006.952;10097.530;6.525;PT
196;5089.083;10085.297;6.605;PT
197;5089.374;10085.151;6.798;CT
198;5098.318;10084.030;6.862;CT
199;5098.291;10084.185;6.562;PT
200;5100.065;10083.191;6.566;PT
201;5099.701;10083.016;6.837;CT
202;5100.537;10081.681;6.891;CT
203;5100.847;10081.813;6.566;PT
204;5101.133;10081.046;6.500;PT
205;5100.660;10080.800;6.817;CT
206;5100.980;10078.985;6.832;CT
207;5101.778;10079.325;6.578;PT
208;5101.796;10075.106;6.605;PT
209;5101.403;10074.584;6.875;CT
210;5100.898;10065.465;7.144;CT
211;5109.479;10066.336;7.053;CT
212;5108.347;10067.496;6.570;PT
213;5108.741;10077.422;6.554;PT
214;5109.413;10077.291;6.844;CT
215;5109.003;10081.910;6.965;CT
216;5107.868;10080.920;6.591;PT
217;5106.453;10083.833;6.585;PT
218;5107.670;10084.454;6.949;CT
219;5106.255;10087.134;6.956;CT
220;5104.797;10087.199;6.499;PT
221;5101.342;10090.704;6.521;PT
222;5101.162;10091.950;6.909;CT
223;5095.996;10092.661;6.898;CT
224;5096.912;10092.061;6.594;PT
225;5082.971;10018.535;7.038;CT
226;5089.159;10017.989;7.015;CT
227;5089.704;10018.391;6.607;PT
228;5093.521;10018.532;6.582;PT
229;5092.958;10017.917;7.073;CT
230;5095.590;10018.411;6.887;CT
231;5096.208;10019.184;6.601;PT
232;5099.735;10021.763;6.543;PT
233;5100.310;10020.778;6.957;CT
234;5104.574;10024.532;6.880;CT
235;5104.190;10024.874;6.611;PT
236;5105.320;10027.597;6.615;PT
237;5105.747;10027.410;6.808;CT
238;5105.850;10027.522;6.782;H
239;5107.170;10043.021;6.604;H
240;5089.736;10024.750;6.587;PT
241;5089.455;10025.356;6.843;CT
242;5093.468;10026.082;6.964;CT
243;5093.273;10025.385;6.575;PT
244;5096.286;10026.674;6.613;PT
245;5095.654;10027.291;6.970;CT
246;5096.556;10028.167;6.950;CT
247;5097.397;10027.929;6.670;PT
248;5099.245;10031.366;6.617;PT
249;5098.553;10031.672;6.957;CT
250;5098.765;10034.105;6.976;CT
251;5099.663;10033.307;6.599;PT
252;5100.120;10038.627;6.563;PT
253;5100.284;10041.566;6.594;PT
254;5099.726;10040.559;7.013;CT
255;5098.174;10044.893;6.986;CT
256;5098.263;10045.494;6.688;PT
257;5091.346;10024.114;6.467;VIAL
258;5090.934;10022.171;6.488;VIAL
259;5089.755;10019.554;6.540;VIAL
260;5097.032;10020.727;6.472;VIAL
261;5096.330;10023.032;6.461;VIAL
262;5095.195;10024.849;6.457;VIAL
263;5097.925;10026.427;6.485;VIAL
264;5099.861;10025.443;6.513;VIAL
265;5102.014;10024.177;6.509;VIAL
266;5103.561;10027.250;6.513;VIAL
267;5101.881;10028.083;6.507;VIAL
268;5100.194;10028.590;6.537;VIAL
269;5100.426;10033.891;6.530;VIAL
270;5103.268;10033.308;6.520;VIAL
271;5105.462;10033.234;6.478;VIAL
272;5105.674;10041.954;6.643;VIAL
273;5103.997;10043.128;6.524;VIAL
274;5100.874;10044.829;6.521;VIAL
275;5100.081;10048.897;6.529;VIAL
276;5103.298;10047.289;6.550;VIAL
277;5105.829;10047.895;6.499;VIAL
278;5107.052;10057.590;6.541;VIAL
279;5105.212;10058.213;6.516;VIAL
280;5102.205;10057.486;6.548;VIAL
281;5108.962;10066.109;6.672;H
282;5108.247;10063.590;6.557;VIAL
283;5105.886;10064.487;6.527;VIAL
284;5103.771;10072.983;6.525;VIAL
285;5099.014;10054.035;7.034;CT
286;5099.239;10053.835;6.670;PT
287;5100.250;10055.440;6.696;PT
288;5100.080;10056.647;7.109;CT
289;5095.026;10052.339;7.017;CT
290;5076.300;10047.838;6.534;VIAL
291;5076.183;10049.181;6.537;VIAL
292;5076.237;10050.749;6.532;VIAL
293;5082.216;10050.806;6.538;VIAL
294;5081.952;10049.327;6.530;VIAL
295;5081.823;10047.891;6.513;VIAL
296;5087.559;10047.971;6.484;VIAL
297;5088.036;10049.280;6.516;VIAL
298;5088.107;10050.779;6.517;VIAL
299;5093.386;10050.742;6.494;VIAL
300;5093.444;10049.282;6.486;VIAL
301;5093.426;10047.943;6.498;VIAL
302;5096.471;10047.604;6.530;VIAL
303;5096.689;10048.901;6.519;VIAL
304;5096.477;10050.731;6.542;VIAL
305;5096.189;10051.057;6.563;PT
306;5085.730;10051.117;6.548;PT
307;5075.496;10050.893;6.555;PT
308;5076.003;10047.667;6.559;PT
309;5086.155;10047.583;6.547;PT
310;5094.891;10047.458;6.588;PT
311;5093.654;10046.961;6.946;CT
312;5085.045;10046.981;6.964;CT
313;5076.069;10046.874;6.957;CT
314;5075.228;10047.375;6.685;CT
315;5074.741;10051.148;6.692;CT
316;5076.955;10051.439;7.004;CT
317;5087.013;10051.494;6.960;CT
318;5093.048;10051.555;6.938;CT
319;5000.022;10078.457;6.525;VIAL
320;4998.261;10078.164;6.538;VIAL
321;4995.792;10077.847;6.566;VIAL
322;4996.065;10070.288;6.468;VIAL
323;4994.119;10069.301;6.472;VIAL
324;4992.744;10071.755;6.570;VIAL
325;4992.950;10061.170;6.445;VIAL
326;4992.206;10062.393;6.475;VIAL
327;4989.813;10065.048;6.511;VIAL
328;4998.313;10068.405;7.074;CT
329;5002.052;10080.116;6.896;CT
330;5004.989;10084.686;6.845;CT
331;5006.193;10085.871;6.892;CT
332;5007.660;10085.615;6.830;CT
333;5007.542;10083.109;6.896;CT
334;5003.901;10081.126;7.055;H
335;5016.868;10081.128;6.995;H
336;5013.875;10085.427;6.967;CT
337;5013.769;10087.268;6.961;CT
338;5014.181;10089.008;6.906;CT
339;5014.569;10089.556;6.886;CT
340;5016.534;10090.098;6.796;CT
341;5016.455;10090.459;6.638;PT
342;5013.949;10089.582;6.590;PT
343;5013.669;10088.813;6.564;PT
344;5013.354;10087.866;6.551;PT
345;5013.271;10083.100;6.524;PT
346;5007.593;10082.578;6.603;PT
347;5007.832;10084.917;6.587;PT
348;5007.441;10086.955;6.823;PT
349;5005.791;10085.716;6.547;PT
350;5005.183;10085.165;6.596;PT
351;5003.877;10083.058;6.701;PT
